번호,항목,값,라벨
D14_1순위,가장 많이 한 여가문화 활동(1순위),32,문화유적방문
D14_1순위,가장 많이 한 여가문화 활동(1순위),33,자연명승 및 풍경 관람
D14_1순위,가장 많이 한 여가문화 활동(1순위),34,삼림욕
D14_1순위,가장 많이 한 여가문화 활동(1순위),35,국내캠핑
D14_1순위,가장 많이 한 여가문화 활동(1순위),36,해외여행
D14_1순위,가장 많이 한 여가문화 활동(1순위),37,소풍/야유회
D14_1순위,가장 많이 한 여가문화 활동(1순위),38,온천/해수욕
D14_1순위,가장 많이 한 여가문화 활동(1순위),39,유람선 타기
D14_1순위,가장 많이 한 여가문화 활동(1순위),40,테마파크 가기
D14_1순위,가장 많이 한 여가문화 활동(1순위),41,놀이공원/동물원/식물원 가기
D14_1순위,가장 많이 한 여가문화 활동(1순위),42,지역축제 참가
D14_1순위,가장 많이 한 여가문화 활동(1순위),43,드라이브
D14_1순위,가장 많이 한 여가문화 활동(1순위),44,수집활동
D14_1순위,가장 많이 한 여가문화 활동(1순위),45,생활공예
D14_1순위,가장 많이 한 여가문화 활동(1순위),46,요리하기/다도
D14_1순위,가장 많이 한 여가문화 활동(1순위),47,애완동물 돌보기
D14_1순위,가장 많이 한 여가문화 활동(1순위),48,노래방 가기
D14_1순위,가장 많이 한 여가문화 활동(1순위),49,인테리어
D14_1순위,가장 많이 한 여가문화 활동(1순위),50,등산
D14_1순위,가장 많이 한 여가문화 활동(1순위),51,낚시
D14_1순위,가장 많이 한 여가문화 활동(1순위),52,미니홈피/블로그 관리
D14_1순위,가장 많이 한 여가문화 활동(1순위),53,UCC 제작
D14_1순위,가장 많이 한 여가문화 활동(1순위),54,인터넷 검색/채팅
D14_1순위,가장 많이 한 여가문화 활동(1순위),55,게임
D14_1순위,가장 많이 한 여가문화 활동(1순위),56,보드게임/퍼즐/큐브 맞추기
D14_1순위,가장 많이 한 여가문화 활동(1순위),57,바둑/장기/체스
D14_1순위,가장 많이 한 여가문화 활동(1순위),58,겜블/ 복권구입
D14_1순위,가장 많이 한 여가문화 활동(1순위),59,쇼핑/외식
D14_1순위,가장 많이 한 여가문화 활동(1순위),60,음주
D14_1순위,가장 많이 한 여가문화 활동(1순위),61,독서/만화책 보기
D14_1순위,가장 많이 한 여가문화 활동(1순위),62,미용
D14_1순위,가장 많이 한 여가문화 활동(1순위),63,어학.기술.자격증 취득 공부.학원 등 이용
D14_1순위,가장 많이 한 여가문화 활동(1순위),64,산책
D14_1순위,가장 많이 한 여가문화 활동(1순위),65,목욕/사우나/찜질방
D14_1순위,가장 많이 한 여가문화 활동(1순위),66,낮잠
D14_1순위,가장 많이 한 여가문화 활동(1순위),67,TV시청
D14_1순위,가장 많이 한 여가문화 활동(1순위),68,비디오(DVD) 시청
D14_1순위,가장 많이 한 여가문화 활동(1순위),69,라디오 청취
D14_1순위,가장 많이 한 여가문화 활동(1순위),70,음악 감상
D14_1순위,가장 많이 한 여가문화 활동(1순위),71,신문/잡지보기
D14_1순위,가장 많이 한 여가문화 활동(1순위),72,사회봉사활동
D14_1순위,가장 많이 한 여가문화 활동(1순위),73,종교활동
D14_1순위,가장 많이 한 여가문화 활동(1순위),74,클럽/나이트/디스코/캬바레 가기
D14_1순위,가장 많이 한 여가문화 활동(1순위),75,가족 및 친지방문
D14_1순위,가장 많이 한 여가문화 활동(1순위),76,잡담/통화하기/문자보내기
D14_1순위,가장 많이 한 여가문화 활동(1순위),77,계모임/동창회/사교(파티)모임
D14_1순위,가장 많이 한 여가문화 활동(1순위),78,이성교제(데이트)/미팅/소개팅
D14_1순위,가장 많이 한 여가문화 활동(1순위),79,친구만남/동호회 모임
D14_1순위,가장 많이 한 여가문화 활동(1순위),80,위에서 분류되지 않은 기타 여가활동
D14_1순위,가장 많이 한 여가문화 활동(1순위),99,모름/ 무응답
D14_2순위,가장 많이 한 여가문화 활동(2순위),1,전시회 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),2,박물관 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),3,음악연주회 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),4,전통예술공연 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),5,연극공연 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),6,무용공연 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),7,영화보기
D14_2순위,가장 많이 한 여가문화 활동(2순위),8,연예공연 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),9,문학행사참여
D14_2순위,가장 많이 한 여가문화 활동(2순위),10,서예
D14_2순위,가장 많이 한 여가문화 활동(2순위),11,문예창작/독서토론
D14_2순위,가장 많이 한 여가문화 활동(2순위),12,미술활동
D14_2순위,가장 많이 한 여가문화 활동(2순위),13,악기연주/노래교실
D14_2순위,가장 많이 한 여가문화 활동(2순위),14,전통예술 배우기
D14_2순위,가장 많이 한 여가문화 활동(2순위),15,사진촬영
D14_2순위,가장 많이 한 여가문화 활동(2순위),16,춤/무용
D14_2순위,가장 많이 한 여가문화 활동(2순위),17,스포츠 경기관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),18,격투기 경기관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),19,온라인게임 경기 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),20,구기운동
D14_2순위,가장 많이 한 여가문화 활동(2순위),21,수상운동
D14_2순위,가장 많이 한 여가문화 활동(2순위),22,설상운동
D14_2순위,가장 많이 한 여가문화 활동(2순위),23,빙상운동
D14_2순위,가장 많이 한 여가문화 활동(2순위),24,헬스(보디빌딩)/에어로빅
D14_2순위,가장 많이 한 여가문화 활동(2순위),25,요가/필라테스/태보
D14_2순위,가장 많이 한 여가문화 활동(2순위),26,배드민턴/줄넘기/맨손.스트레칭체조/훌라후프
D14_2순위,가장 많이 한 여가문화 활동(2순위),27,육상/조깅/속보
D14_2순위,가장 많이 한 여가문화 활동(2순위),28,격투기운동
D14_2순위,가장 많이 한 여가문화 활동(2순위),29,댄스스포츠
D14_2순위,가장 많이 한 여가문화 활동(2순위),30,사이클링/산악자전거
D14_2순위,가장 많이 한 여가문화 활동(2순위),31,인라인스케이트
D14_2순위,가장 많이 한 여가문화 활동(2순위),32,문화유적방문
D14_2순위,가장 많이 한 여가문화 활동(2순위),33,자연명승 및 풍경 관람
D14_2순위,가장 많이 한 여가문화 활동(2순위),34,삼림욕
D14_2순위,가장 많이 한 여가문화 활동(2순위),35,국내캠핑
D14_2순위,가장 많이 한 여가문화 활동(2순위),36,해외여행
D14_2순위,가장 많이 한 여가문화 활동(2순위),37,소풍/야유회
D14_2순위,가장 많이 한 여가문화 활동(2순위),38,온천/해수욕
D14_2순위,가장 많이 한 여가문화 활동(2순위),39,유람선 타기
D14_2순위,가장 많이 한 여가문화 활동(2순위),40,테마파크 가기
D14_2순위,가장 많이 한 여가문화 활동(2순위),41,놀이공원/동물원/식물원 가기
D14_2순위,가장 많이 한 여가문화 활동(2순위),42,지역축제 참가
D14_2순위,가장 많이 한 여가문화 활동(2순위),43,드라이브
D14_2순위,가장 많이 한 여가문화 활동(2순위),44,수집활동
D14_2순위,가장 많이 한 여가문화 활동(2순위),45,생활공예
D14_2순위,가장 많이 한 여가문화 활동(2순위),46,요리하기/다도
D14_2순위,가장 많이 한 여가문화 활동(2순위),47,애완동물 돌보기
D14_2순위,가장 많이 한 여가문화 활동(2순위),48,노래방 가기
D14_2순위,가장 많이 한 여가문화 활동(2순위),49,인테리어
D14_2순위,가장 많이 한 여가문화 활동(2순위),50,등산
D14_2순위,가장 많이 한 여가문화 활동(2순위),51,낚시
D14_2순위,가장 많이 한 여가문화 활동(2순위),52,미니홈피/블로그 관리
D14_2순위,가장 많이 한 여가문화 활동(2순위),53,UCC 제작
D14_2순위,가장 많이 한 여가문화 활동(2순위),54,인터넷 검색/채팅
D14_2순위,가장 많이 한 여가문화 활동(2순위),55,게임
D14_2순위,가장 많이 한 여가문화 활동(2순위),56,보드게임/퍼즐/큐브 맞추기
D14_2순위,가장 많이 한 여가문화 활동(2순위),57,바둑/장기/체스
D14_2순위,가장 많이 한 여가문화 활동(2순위),58,겜블/ 복권구입
D14_2순위,가장 많이 한 여가문화 활동(2순위),59,쇼핑/외식
D14_2순위,가장 많이 한 여가문화 활동(2순위),60,음주
D14_2순위,가장 많이 한 여가문화 활동(2순위),61,독서/만화책 보기
D14_2순위,가장 많이 한 여가문화 활동(2순위),62,미용
D14_2순위,가장 많이 한 여가문화 활동(2순위),63,어학.기술.자격증 취득 공부.학원 등 이용
D14_2순위,가장 많이 한 여가문화 활동(2순위),64,산책
D14_2순위,가장 많이 한 여가문화 활동(2순위),65,목욕/사우나/찜질방
D14_2순위,가장 많이 한 여가문화 활동(2순위),66,낮잠
D14_2순위,가장 많이 한 여가문화 활동(2순위),67,TV시청
D14_2순위,가장 많이 한 여가문화 활동(2순위),68,비디오(DVD) 시청
D14_2순위,가장 많이 한 여가문화 활동(2순위),69,라디오 청취
D14_2순위,가장 많이 한 여가문화 활동(2순위),70,음악 감상
D14_2순위,가장 많이 한 여가문화 활동(2순위),71,신문/잡지보기
D14_2순위,가장 많이 한 여가문화 활동(2순위),72,사회봉사활동
D14_2순위,가장 많이 한 여가문화 활동(2순위),73,종교활동
D14_2순위,가장 많이 한 여가문화 활동(2순위),74,클럽/나이트/디스코/캬바레 가기
D14_2순위,가장 많이 한 여가문화 활동(2순위),75,가족 및 친지방문
D14_2순위,가장 많이 한 여가문화 활동(2순위),76,잡담/통화하기/문자보내기
D14_2순위,가장 많이 한 여가문화 활동(2순위),77,계모임/동창회/사교(파티)모임
D14_2순위,가장 많이 한 여가문화 활동(2순위),78,이성교제(데이트)/미팅/소개팅
D14_2순위,가장 많이 한 여가문화 활동(2순위),79,친구만남/동호회 모임
D14_2순위,가장 많이 한 여가문화 활동(2순위),80,위에서 분류되지 않은 기타 여가활동
D14_2순위,가장 많이 한 여가문화 활동(2순위),99,모름/ 무응답
D15_a1,생활만족도 - 1) 생활이 너무 단조로워 하루하루가 지루하다,1,전혀 그렇지 않다
D15_a1,생활만족도 - 1) 생활이 너무 단조로워 하루하루가 지루하다,2,별로 그렇지 않다
D15_a1,생활만족도 - 1) 생활이 너무 단조로워 하루하루가 지루하다,3,보통이다
D15_a1,생활만족도 - 1) 생활이 너무 단조로워 하루하루가 지루하다,4,조금 그렇다
D15_a1,생활만족도 - 1) 생활이 너무 단조로워 하루하루가 지루하다,5,매우 그렇다
D15_a1,생활만족도 - 1) 생활이 너무 단조로워 하루하루가 지루하다,9,모름/ 무응답
D15_a2,생활만족도 - 2) 가끔 사는 것이 가치가 없다고 생각한다,1,전혀 그렇지 않다
D15_a2,생활만족도 - 2) 가끔 사는 것이 가치가 없다고 생각한다,2,별로 그렇지 않다
D15_a2,생활만족도 - 2) 가끔 사는 것이 가치가 없다고 생각한다,3,보통이다
D15_a2,생활만족도 - 2) 가끔 사는 것이 가치가 없다고 생각한다,4,조금 그렇다
D15_a2,생활만족도 - 2) 가끔 사는 것이 가치가 없다고 생각한다,5,매우 그렇다
D15_a2,생활만족도 - 2) 가끔 사는 것이 가치가 없다고 생각한다,9,모름/ 무응답
D15_a3,생활만족도 - 3) 자주 외로움을 느낀다,1,전혀 그렇지 않다
D15_a3,생활만족도 - 3) 자주 외로움을 느낀다,2,별로 그렇지 않다
D15_a3,생활만족도 - 3) 자주 외로움을 느낀다,3,보통이다
D15_a3,생활만족도 - 3) 자주 외로움을 느낀다,4,조금 그렇다
D15_a3,생활만족도 - 3) 자주 외로움을 느낀다,5,매우 그렇다
D15_a3,생활만족도 - 3) 자주 외로움을 느낀다,9,모름/ 무응답
D15_a4,생활만족도 - 4) 마음이 뿌듯할 때가 많다,1,전혀 그렇지 않다
D15_a4,생활만족도 - 4) 마음이 뿌듯할 때가 많다,2,별로 그렇지 않다
D15_a4,생활만족도 - 4) 마음이 뿌듯할 때가 많다,3,보통이다
D15_a4,생활만족도 - 4) 마음이 뿌듯할 때가 많다,4,조금 그렇다
D15_a4,생활만족도 - 4) 마음이 뿌듯할 때가 많다,5,매우 그렇다
D15_a4,생활만족도 - 4) 마음이 뿌듯할 때가 많다,9,모름/ 무응답
D15_a5,생활만족도 - 5) 앞으로 즐거운 날들이 있을 것을 기대하며 산다,1,전혀 그렇지 않다
D15_a5,생활만족도 - 5) 앞으로 즐거운 날들이 있을 것을 기대하며 산다,2,별로 그렇지 않다
D15_a5,생활만족도 - 5) 앞으로 즐거운 날들이 있을 것을 기대하며 산다,3,보통이다
D15_a5,생활만족도 - 5) 앞으로 즐거운 날들이 있을 것을 기대하며 산다,4,조금 그렇다
D15_a5,생활만족도 - 5) 앞으로 즐거운 날들이 있을 것을 기대하며 산다,5,매우 그렇다
D15_a5,생활만족도 - 5) 앞으로 즐거운 날들이 있을 것을 기대하며 산다,9,모름/ 무응답
D15_a6,생활만족도 - 6) 매일 하는 일들이 보람이 있다,1,전혀 그렇지 않다
D15_a6,생활만족도 - 6) 매일 하는 일들이 보람이 있다,2,별로 그렇지 않다
D15_a6,생활만족도 - 6) 매일 하는 일들이 보람이 있다,3,보통이다
D15_a6,생활만족도 - 6) 매일 하는 일들이 보람이 있다,4,조금 그렇다
D15_a6,생활만족도 - 6) 매일 하는 일들이 보람이 있다,5,매우 그렇다
D15_a6,생활만족도 - 6) 매일 하는 일들이 보람이 있다,9,모름/ 무응답
D15_a7,생활만족도 - 7) 내 능력을 발휘할 기회가 없다,1,전혀 그렇지 않다
D15_a7,생활만족도 - 7) 내 능력을 발휘할 기회가 없다,2,별로 그렇지 않다
D15_a7,생활만족도 - 7) 내 능력을 발휘할 기회가 없다,3,보통이다
D15_a7,생활만족도 - 7) 내 능력을 발휘할 기회가 없다,4,조금 그렇다
D15_a7,생활만족도 - 7) 내 능력을 발휘할 기회가 없다,5,매우 그렇다
D15_a7,생활만족도 - 7) 내 능력을 발휘할 기회가 없다,9,모름/ 무응답
D15_a8,생활만족도 - 8) 요즘은 하루하루가 즐겁게 느껴진다,1,전혀 그렇지 않다
D15_a8,생활만족도 - 8) 요즘은 하루하루가 즐겁게 느껴진다,2,별로 그렇지 않다
D15_a8,생활만족도 - 8) 요즘은 하루하루가 즐겁게 느껴진다,3,보통이다
D15_a8,생활만족도 - 8) 요즘은 하루하루가 즐겁게 느껴진다,4,조금 그렇다
D15_a8,생활만족도 - 8) 요즘은 하루하루가 즐겁게 느껴진다,5,매우 그렇다
D15_a8,생활만족도 - 8) 요즘은 하루하루가 즐겁게 느껴진다,9,모름/ 무응답
D15_a9,생활만족도 - 9) 현재 생활에 대해 만족한다,1,전혀 그렇지 않다
D15_a9,생활만족도 - 9) 현재 생활에 대해 만족한다,2,별로 그렇지 않다
D15_a9,생활만족도 - 9) 현재 생활에 대해 만족한다,3,보통이다
D15_a9,생활만족도 - 9) 현재 생활에 대해 만족한다,4,조금 그렇다
D15_a9,생활만족도 - 9) 현재 생활에 대해 만족한다,5,매우 그렇다
D15_a9,생활만족도 - 9) 현재 생활에 대해 만족한다,9,모름/ 무응답
D16_a1,삶의질 만족도 - 1) 가족관계 만족도,1,매우불만족
D16_a1,삶의질 만족도 - 1) 가족관계 만족도,2,불만족
D16_a1,삶의질 만족도 - 1) 가족관계 만족도,3,보통
D16_a1,삶의질 만족도 - 1) 가족관계 만족도,4,만족
D16_a1,삶의질 만족도 - 1) 가족관계 만족도,5,매우 만족
D16_a1,삶의질 만족도 - 1) 가족관계 만족도,9,해당없음
D16_a1,삶의질 만족도 - 1) 가족관계 만족도,99,모름/ 무응답
D16_a2,"삶의질 만족도 - 2) 친척, 친구, 이웃과의 관계 만족도",1,매우불만족
D16_a2,"삶의질 만족도 - 2) 친척, 친구, 이웃과의 관계 만족도",2,불만족
D16_a2,"삶의질 만족도 - 2) 친척, 친구, 이웃과의 관계 만족도",3,보통
D16_a2,"삶의질 만족도 - 2) 친척, 친구, 이웃과의 관계 만족도",4,만족
D16_a2,"삶의질 만족도 - 2) 친척, 친구, 이웃과의 관계 만족도",5,매우 만족
D16_a2,"삶의질 만족도 - 2) 친척, 친구, 이웃과의 관계 만족도",9,해당없음
D16_a2,"삶의질 만족도 - 2) 친척, 친구, 이웃과의 관계 만족도",99,모름/ 무응답
D16_a3,삶의질 만족도 - 3) 1)~2)를 제외한 사회관계 만족도,1,매우불만족
D16_a3,삶의질 만족도 - 3) 1)~2)를 제외한 사회관계 만족도,2,불만족
D16_a3,삶의질 만족도 - 3) 1)~2)를 제외한 사회관계 만족도,3,보통
D16_a3,삶의질 만족도 - 3) 1)~2)를 제외한 사회관계 만족도,4,만족
D16_a3,삶의질 만족도 - 3) 1)~2)를 제외한 사회관계 만족도,5,매우 만족
D16_a3,삶의질 만족도 - 3) 1)~2)를 제외한 사회관계 만족도,9,해당없음
D16_a3,삶의질 만족도 - 3) 1)~2)를 제외한 사회관계 만족도,99,모름/ 무응답
D16_a4,삶의질 만족도 - 4) 건강상태 만족도,1,매우불만족
D16_a4,삶의질 만족도 - 4) 건강상태 만족도,2,불만족
D16_a4,삶의질 만족도 - 4) 건강상태 만족도,3,보통
D16_a4,삶의질 만족도 - 4) 건강상태 만족도,4,만족
D16_a4,삶의질 만족도 - 4) 건강상태 만족도,5,매우 만족
D16_a4,삶의질 만족도 - 4) 건강상태 만족도,9,해당없음
D16_a4,삶의질 만족도 - 4) 건강상태 만족도,99,모름/ 무응답
D16_a5,삶의질 만족도 - 5) 경제상태 만족도,1,매우불만족
D16_a5,삶의질 만족도 - 5) 경제상태 만족도,2,불만족
D16_a5,삶의질 만족도 - 5) 경제상태 만족도,3,보통
D16_a5,삶의질 만족도 - 5) 경제상태 만족도,4,만족
D16_a5,삶의질 만족도 - 5) 경제상태 만족도,5,매우 만족
D16_a5,삶의질 만족도 - 5) 경제상태 만족도,9,해당없음
D16_a5,삶의질 만족도 - 5) 경제상태 만족도,99,모름/ 무응답
D16_a6,삶의질 만족도 - 6) 주거상태 만족도,1,매우불만족
D16_a6,삶의질 만족도 - 6) 주거상태 만족도,2,불만족
D16_a6,삶의질 만족도 - 6) 주거상태 만족도,3,보통
D16_a6,삶의질 만족도 - 6) 주거상태 만족도,4,만족
D16_a6,삶의질 만족도 - 6) 주거상태 만족도,5,매우 만족
D16_a6,삶의질 만족도 - 6) 주거상태 만족도,9,해당없음
D16_a6,삶의질 만족도 - 6) 주거상태 만족도,99,모름/ 무응답
D16_a7,삶의질 만족도 - 7) 사회활동 및 여가활동 만족도,1,매우불만족
D16_a7,삶의질 만족도 - 7) 사회활동 및 여가활동 만족도,2,불만족
D16_a7,삶의질 만족도 - 7) 사회활동 및 여가활동 만족도,3,보통
D16_a7,삶의질 만족도 - 7) 사회활동 및 여가활동 만족도,4,만족
D16_a7,삶의질 만족도 - 7) 사회활동 및 여가활동 만족도,5,매우 만족
D16_a7,삶의질 만족도 - 7) 사회활동 및 여가활동 만족도,9,해당없음
D16_a7,삶의질 만족도 - 7) 사회활동 및 여가활동 만족도,99,모름/ 무응답
D16_a8,삶의질 만족도 - 8) 전반적인 삶의 질,1,매우불만족
D16_a8,삶의질 만족도 - 8) 전반적인 삶의 질,2,불만족
D16_a8,삶의질 만족도 - 8) 전반적인 삶의 질,3,보통
D16_a8,삶의질 만족도 - 8) 전반적인 삶의 질,4,만족
D16_a8,삶의질 만족도 - 8) 전반적인 삶의 질,5,매우 만족
D16_a8,삶의질 만족도 - 8) 전반적인 삶의 질,9,해당없음
D16_a8,삶의질 만족도 - 8) 전반적인 삶의 질,99,모름/ 무응답
E1_a1,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a1,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a1,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a1,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a1,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a1,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a1,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a1,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a1,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a1,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a1,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a1,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a1,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a1,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a1,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a1,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a1,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a1,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a1,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a1,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a1,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a2,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a2,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a2,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a2,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a2,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a2,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a2,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a2,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a2,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a2,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a2,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a2,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a2,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a2,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a2,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a2,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a2,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a2,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a2,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a2,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a2,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a3,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a3,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a3,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a3,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a3,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a3,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a3,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a3,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a3,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a3,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a3,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a3,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a3,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a3,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a3,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a3,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a3,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a3,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a3,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a3,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a3,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a4,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a4,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a4,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a4,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a4,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a4,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a4,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a4,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a4,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a4,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a4,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a4,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a4,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a4,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a4,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a4,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a4,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a4,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a4,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a4,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a4,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a5,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a5,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a5,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a5,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a5,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a5,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a5,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a5,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a5,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a5,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a5,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a5,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a5,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a5,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a5,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a5,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a5,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a5,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a5,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a5,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a5,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a6,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a6,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a6,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a6,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a6,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a6,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a6,사회보장 급여 및 서비스를 받은 경험,7,산재보험
